City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
261,Abu Samrah,SY,2022-10-04 22:10:21,35.3029,37.1841,73.96,55,0,3.58
262,Bandarbeyla,SO,2022-10-04 22:10:19,9.4942,50.8122,76.64,86,83,17.96
263,Gorele,TR,2022-10-04 22:10:21,41.0308,39.0031,64.11,92,100,3.53
264,Camacha,PT,2022-10-04 22:10:22,33.0833,-16.3333,65.62,83,20,4.61
265,Los Llanos De Aridane,ES,2022-10-04 22:10:23,28.6585,-17.9182,74.95,44,75,5.75
266,Corozal,CO,2022-10-04 22:10:24,9.3151,-75.2928,82.76,83,63,8.08
267,Governador Valadares,BR,2022-10-04 22:10:25,-18.8511,-41.9494,74.98,81,87,7.25
268,Cockburn Town,TC,2022-10-04 22:10:26,21.4612,-71.1419,84.04,67,62,4.43
269,Salinopolis,BR,2022-10-04 22:10:27,-0.6136,-47.3561,80.13,76,38,10.8
270,Marzuq,YE,2022-10-04 22:10:27,14.4,46.4667,74.05,53,26,4.7
271,Nouadhibou,MR,2022-10-04 22:10:28,20.931,-17.0347,74.75,78,62,18.07
272,Whitley Bay,GB,2022-10-04 22:10:28,55.0397,-1.4471,59.81,96,20,5.75
273,Pershotravneve,UA,2022-10-04 22:10:29,51.3929,28.8684,45.88,93,69,12.1
274,Inyonga,TZ,2022-10-04 22:10:30,-6.7167,32.0667,69.31,25,22,3.83
275,Daud Khel,PK,2022-10-04 22:10:31,32.875,71.5701,83.43,36,0,0.92
276,Uruburetama,BR,2022-10-04 22:10:31,-3.625,-39.5083,76.69,72,98,5.59
277,Uvat,RU,2022-10-04 22:11:32,59.1433,68.8953,46.98,95,96,4.41
278,Nanortalik,GL,2022-10-04 22:11:32,60.1432,-45.2371,37.04,96,100,14.29
279,Siyabuswa,ZA,2022-10-04 22:11:33,-25.1132,29.0445,76.41,57,29,15.5
280,Wageningen,NL,2022-10-04 22:11:34,51.9667,5.6667,60.08,79,100,8.05
281,Kautokeino,NO,2022-10-04 22:11:34,69.0125,23.0412,37.17,91,98,13.2
282,Carutapera,BR,2022-10-04 22:11:35,-1.195,-46.02,79.39,74,41,9.24
283,Maniitsoq,GL,2022-10-04 22:11:36,65.4167,-52.9,35.44,57,100,6.93
284,Azuaga,ES,2022-10-04 22:11:36,38.2667,-5.6833,71.96,36,0,3.4
285,Skibbereen,IE,2022-10-04 22:11:37,51.55,-9.2667,59.11,94,100,19.6
286,Bathsheba,BB,2022-10-04 22:11:38,13.2167,-59.5167,81.21,89,20,24.16
287,Myrhorod,UA,2022-10-04 22:11:38,49.9685,33.6089,49.08,85,100,15.55
288,Sisimiut,GL,2022-10-04 22:11:39,66.9395,-53.6735,29.64,76,8,9.08
289,Buritizeiro,BR,2022-10-04 22:08:08,-17.3511,-44.9622,80.71,53,83,5.86
290,Lucea,JM,2022-10-04 22:11:40,18.451,-78.1736,85.86,79,97,6.78
